"ObjectID","Meter Number","Status","Pay By Cell Number","Meter_Hours","Parking_Facility_Name","Facility","Borough","On_Street","Side_of_Street","From_Street","To_Street","Latitude","Longitude","X","Y","Location"
"2954","4063090","Active","435330","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","ROOSEVELT AVENUE","N","UNION STREET","BOWNE STREET","40.76079227778","-73.82543820288","1,032,608.47052814","216,502.048016727","POINT (-73.8254382028819 40.7607922777756)"
"2591","3083068","Active","308152","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BRIGHTON 4 STREET","W","OCEAN VIEW AVENUE","BRIGHTON BEACH AVENUE","40.57749928183","-73.96344670519","994,404.151267633","149,677.119658977","POINT (-73.9634467051883 40.5774992818296)"
"6459","3083023","Active","316415","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","CONEY ISLAND AVENUE","E","BRIGHTWATER COURT","DEAD END","40.57585402992","-73.95936351769","995,538.699195385","149,078.213376477","POINT (-73.959363517691 40.5758540299163)"
"9046","1483013","Active","116298","3HR Com Mon-Sat 0700-2400",,"On Street","Manhattan","FULTON STREET","N","PEARL STREET","CLIFF STREET","40.70829637719","-74.00459376489","982,976.395579889","197,327.99089247","POINT (-74.0045937648929 40.7082963771875)"
"14571","1023071","Active","103920","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","ESSEX STREET","E","STANTON STREET","EAST HOUSTON STREET","40.72150899928","-73.98657375505","987,971.639198303","202,142.003246054","POINT (-73.9865737550528 40.7215089992763)"
"5298","4073022","Active","423425","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","STEINWAY STREET","E","28 AVENUE","30 AVENUE","40.76466317584","-73.9142705015","1,007,998.08602197","217,875.780505478","POINT (-73.9142705015 40.7646631758409)"
"1402","4181642","Active","411548","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","31 STREET","E","23 AVENUE","23 ROAD","40.77412376937","-73.91301029682","1,008,343.75462197","221,322.931747645","POINT (-73.9130102968156 40.7741237693662)"
"12372","1453040","Active","106443","3HR Com, 2HR Pas Mon, Tue, Thur, Fri 0900-2000 / 2HR Pas Wed, Sat 0930-2000",,"On Street","Manhattan","EAST 21 STREET","N","BROADWAY","PARK AVENUE SOUTH","40.73945466123","-73.98849656196","987,437.79512164","208,680.092203975","POINT (-73.9884965619575 40.7394546612301)"
"8683","4122397","Active","462819","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","80 STREET","E","37 AVENUE","ROOSEVELT AVENUE","40.74764533687","-73.88577092694","1,015,900.88681738","211,684.643937647","POINT (-73.8857709269439 40.7476453368672)"
"3461","4152141","Active","413309","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","48 AVENUE","N","VERNON BOULEVARD","11 STREET","40.74408903638","-73.9533118034","997,187.179822311","210,371.780749723","POINT (-73.9533118034035 40.744089036375)"
"9893","1119847","Active","116219","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","SPRUCE STREET","S","NASSAU STREET","GOLD STREET","40.71135752719","-74.00557370074","982,704.782934144","198,443.276063472","POINT (-74.0055737007399 40.7113575271938)"
"13160","4043074","Active","455959","6HR Pas Mon-Sat 0730-1900",,"On Street","Queens","QUEENS BOULEVARD","S","83 AVENUE","VAN WYCK EXPRESSWAY","40.71090605522","-73.82323399552","1,033,255.77271122","198,328.187382892","POINT (-73.8232339955191 40.7109060552167)"
"1423","2093037","Inactive","203804","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","PELHAM PARKWAY SOUTH","N","BOLTON STREET","WHITE PLAINS ROAD","40.85666659948","-73.86815187013","1,020,723.03170064","251,411.733774647","POINT (-73.8681518701321 40.856666599481)"
"11354","3063132","Active","309479","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","EAST 17 STREET","E","AVENUE U","AVENUE V","40.59879981847","-73.95440373087","996,912.162327722","157,438.618899733","POINT (-73.9544037308699 40.5987998184651)"
"14787","1043087","Active","103714","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","EAST 12 STREET","S","2 AVENUE","1 AVENUE","40.73083428813","-73.98558068543","988,246.350263059","205,539.538773805","POINT (-73.9855806854339 40.7308342881339)"
"309","2093040","Active","209449","2HR Pas Mon-Sat 0900-2000",,"On Street","Bronx","WHITE PLAINS ROAD","W","LYDIG AVENUE","PELHAM PARKWAY SOUTH","40.85544683338","-73.86778161537","1,020,826.12565455","250,967.481054232","POINT (-73.8677816153713 40.8554468333816)"
"6901","1453142","Active","101656","3HR Com, 2HR Pas Mon, Tue, Thur, Fri 0900-2000 / 2HR Pas Wed, Sat 0930-2000",,"On Street","Manhattan","EAST 18 STREET","N","5 AVENUE","BROADWAY","40.73792048847","-73.99030816819","986,935.830574393","208,121.083807558","POINT (-73.9903081681853 40.737920488467)"
"8464","4233132","Active","417361","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","29 STREET","W","BROADWAY","33 AVENUE","40.76257293052","-73.92717144888","1,004,425.00491355","217,111.001195148","POINT (-73.9271714488757 40.7625729305176)"
"2948","4183018","Active","411548","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","31 STREET","E","23 AVENUE","23 ROAD","40.77360622747","-73.91364576821","1,008,167.93246706","221,134.199841648","POINT (-73.9136457682116 40.773606227466)"
"1570","1443951","Active","104933","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 41 STREET","S","AVENUE OF THE AMERICAS","BROADWAY","40.75478103409","-73.98616927354","988,081.84403038","214,264.074474305","POINT (-73.9861692735387 40.7547810340876)"
"1940","1243142","Active","104864","3HR Com Mon-Sat 0700-1600",,"On Street","Manhattan","BOWERY","W","HESTER STREET","GRAND STREET","40.71756478159","-73.99538931458","985,528.117838636","200,704.752183557","POINT (-73.9953893145777 40.7175647815883)"
"4698","4152108","Active","425592","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","JACKSON AVENUE","N","50 AVENUE","JACKSON AVENUE","40.74276675693","-73.95239601846","997,441.203264385","209,890.168852061","POINT (-73.9523960184605 40.7427667569311)"
"3960","2293004","Active","214453","2HR Pas Mon-Sat 1000-1900",,"On Street","Bronx","BOSTON ROAD","S","SEYMOUR AVENUE","FENTON AVENUE","40.87630636461","-73.84829167567","1,026,204.54206306","258,576.148579642","POINT (-73.8482916756727 40.8763063646092)"
"6797","4333139","Active","442817","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","MARATHON PARKWAY","W","HORACE HARDING EXPRESSWAY","57 AVENUE","40.75988232732","-73.73158369893","1,058,609.72594023","216,236.266396061","POINT (-73.7315836989291 40.7598823273237)"
"2249","3043076","Active","304574","2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0800-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","VANDERVEER PLACE","DITMAS AVENUE","40.64106386903","-73.95606494882","996,443.116349801","172,836.288891733","POINT (-73.9560649488209 40.6410638690321)"
"12540","4173084","Active","469118","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","QUEENS BOULEVARD","N","64 ROAD","65 AVENUE","40.72904435231","-73.85868107684","1,023,417.93969664","204,918.674858063","POINT (-73.8586810768438 40.7290443523098)"
"14938","1233001","Inactive","111283","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","BROADWAY","W","ISHAM PARK PATH","WEST 214 STREET","40.86921125232","-73.91713102792","1,007,169.65198331","255,965.630178645","POINT (-73.9171310279173 40.8692112523204)"
"8119","3283044","Active","339083","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","HAVEMEYER STREET","E","SOUTH 2 STREET","SOUTH 3 STREET","40.71124660415","-73.95770607719","995,975.315120056","198,405.64490515","POINT (-73.9577060771947 40.7112466041532)"
"4808","4093055","Active","454680","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","FRESH POND ROAD","W","71 AVENUE","MYRTLE AVENUE","40.70150636097","-73.89489303507","1,013,393.48074298","194,871.635568976","POINT (-73.894893035073 40.7015063609708)"
"10712","4181664","Active","411549","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","23 AVENUE","S","31 STREET","32 STREET","40.77406463746","-73.91254467833","1,008,472.73960023","221,301.516436145","POINT (-73.9125446783257 40.7740646374618)"
"13549","4193037","Active","467083","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","NATIONAL STREET","E","41 AVENUE","102 STREET","40.74813802402","-73.8632335949","1,022,145.30411856","211,873.092051566","POINT (-73.8632335949049 40.7481380240244)"
"13526","4122283","Active","467210","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","ROOSEVELT AVENUE","S","70 STREET","72 STREET","40.74651630605","-73.89397774817","1,013,627.4185953","211,270.44332248","POINT (-73.8939777481711 40.7465163060514)"
"13036","1443155","Inactive","104914","3HR Com Mon-Sat 0700-1900 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","EAST 36 STREET","S","5 AVENUE","MADISON AVENUE","40.74933054021","-73.98282237037","989,009.502936214","212,278.44754006","POINT (-73.9828223703745 40.7493305402079)"
"5879","1483070","Active","116328","3HR Com Mon-Fri 0800-1800 / 3HR Pas Mon-Fri 1800-2200 / 3HR Pas Sat 1000-2200",,"On Street","Manhattan","WALL STREET","N","WATER STREET","FRONT STREET","40.70495965099","-74.00707155632","982,289.338883132","196,112.367011398","POINT (-74.0070715563192 40.7049596509932)"
"6799","1208061","Active","110306","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","3 AVENUE","W","EAST 111 STREET","EAST 112 STREET","40.79500021869","-73.94231717659","1,000,221.54809739","228,922.229213059","POINT (-73.9423171765872 40.7950002186919)"
"3913","3413005","Active","307055","2HR Pas 0800-1900 Mon-Thur / 4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","CONEY ISLAND AVENUE","W","CHESTNUT AVENUE","ELM AVENUE","40.61695329559","-73.96381633561","994,295.53403081","164,051.180149645","POINT (-73.9638163356124 40.6169532955942)"
"13673","3113023","Active","335308","2HR Pas 0800-1900 Mon-Thur / 4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","13 AVENUE","E","46 STREET","47 STREET","40.6363951978","-73.99059712964","986,859.723115057","171,132.447811231","POINT (-73.9905971296381 40.6363951977994)"
"3099","1483051","Active","100529","3HR Com Mon, Wed, Fri 0700-1900",,"On Street","Manhattan","BROADWAY","E","STONE STREET","BEAVER STREET","40.70419958962","-74.01316557522","980,599.668377966","195,835.64906089","POINT (-74.0131655752154 40.7041995896165)"
"14663","2013076","Active","207268","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","GRAND CONCOURSE","E","EAST 187 STREET","EAST 188 STREET","40.86087839916","-73.89770561105","1,012,545.81872439","252,935.32751222","POINT (-73.8977056110522 40.8608783991575)"
"10062","3223063","Active","312460","2 HR Pas Mon-Sat 0800-2200",,"ON Street","Brooklyn","FRANKLIN STREET","W","MILTON STREET","GREENPOINT AVENUE","40.72940965256","-73.95758921088","996,004.510599717","205,023.016184807","POINT (-73.9575892108833 40.729409652562)"
"10706","4173106","Active","464470","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","62 DRIVE","W","QUEENS BOULEVARD","JUNCTION BOULEVARD","40.73185517464","-73.86396887429","1,021,950.78515063","205,940.423798814","POINT (-73.8639688742921 40.7318551746357)"
"13089","3423089","Active","303123","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","3 AVENUE","E","97 STREET","MARINE AVENUE","40.61522372566","-74.03433335841","974,717.912424967","163,420.845780388","POINT (-74.0343333584061 40.615223725662)"
"9919","3013092","Active","333012","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","SCHERMERHORN STREET","n","NEVINS STREET","3 AVENUE","40.68686501394","-73.98022889935","989,733.227210552","189,520.49568072","POINT (-73.9802288993499 40.6868650139405)"
"15294","4333101","Active","454720","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","NORTHERN BOULEVARD","N","DOUGLASTON PARKWAY","243 STREET","40.76550963115","-73.74379568377","1,055,220.63691789","218,276.338759482","POINT (-73.7437956837658 40.7655096311452)"
"10263","4453002","Active","402572","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","108 STREET","E","64 AVENUE","64 ROAD","40.73265739192","-73.84928465411","1,026,019.98403323","206,239.357256055","POINT (-73.8492846541067 40.7326573919229)"
"15046","1453320","Active","106990","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","7 AVENUE","E","WEST 20 STREET","WEST 21 STREET","40.74246236485","-73.99671313225","985,160.804924965","209,775.701889396","POINT (-73.9967131322481 40.7424623648459)"
"742","4413070","Inactive","465219","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","BROADWAY","N","78 STREET","BAXTER AVENUE","40.74493483136","-73.8871397571","1,015,522.88035555","210,696.6291814","POINT (-73.8871397571015 40.7449348313628)"
"12416","1353003","Active","102950","2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0900-1900",,"On Street","Manhattan","9 AVENUE","E","WEST 24 STREET","WEST 25 STREET","40.74751940211","-74.00043558048","984,129.307972223","211,618.125369892","POINT (-74.0004355804805 40.7475194021078)"
"13463","1113106","Active","100520","2HR Pas Mon-Fri 1000-1600 / 2HR Pas Sat 0900-1900",,"On Street","Manhattan","BARCLAY STREET","N","BROADWAY","CHURCH STREET","40.71266598696","-74.0094214665","981,638.104293227","198,920.078915641","POINT (-74.0094214665049 40.7126659869639)"
"9999","3403117","Inactive","311051","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","FULTON STREET","S","ARLINGTON PLACE","NOSTRAND AVENUE","40.68036544112","-73.95017791985","998,068.775500059","187,155.823900893","POINT (-73.9501779198544 40.6803654411212)"
"8696","3423066","Active","307236","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","3 AVENUE","E","73 STREET","74 STREET","40.6324750437","-74.0272924379","976,674.66540122","169,705.270219401","POINT (-74.0272924378987 40.6324750437022)"
"1074","4151992","Active","426390","4HR Pas Mon-Sat 0900-1900",,"On Street","Queens","47 AVENUE","N","30 STREET","30 PLACE","40.74329429364","-73.93706639582","1,001,688.94804972","210,085.047399312","POINT (-73.9370663958192 40.7432942936431)"
"5626","4233098","Active","413627","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","30 STREET","W","NEWTOWN AVENUE","30 AVENUE","40.76751332897","-73.92217370404","1,005,807.88338138","218,912.141293645","POINT (-73.9221737040414 40.7675133289678)"
"7727","3343039","Active","319878","2HR Pas Mon-Sat 0900-2200",,"On Street","Brooklyn","EMMONS AVENUE","N","EAST 21 STREET","DOOLEY STREET","40.5838505732","-73.9461971208","999,194.497001886","151,993.524474978","POINT (-73.9461971207971 40.5838505732044)"
"2672","1243116","Active","106393","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","HESTER STREET","N","ELIZABETH STREET","MOTT STREET","40.71774993968","-73.99665931435","985,176.061456144","200,772.194962054","POINT (-73.9966593143545 40.7177499396844)"
"6442","3073009","Active","309266","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BAY PARKWAY","W","86 STREET","BENSON AVENUE","40.60171211944","-73.99418702033","985,864.204108715","158,496.402873397","POINT (-73.9941870203342 40.6017121194412)"
"1545","3051344","Active","314383","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","CONEY ISLAND AVENUE","E","AVENUE P","QUENTIN ROAD","40.6082963525","-73.96192522773","994,821.926022634","160,897.452861309","POINT (-73.9619252277279 40.6082963524997)"
"2677","3283090",,"312302",,,,"Brooklyn","N 6 Street","N","Berry Street","Wythe Avenue","40.71855468485","-73.96027442913","995,262.073108226","201,067.867599055","POINT (-73.9602744291332 40.7185546848497)"
"2015","4181665","Active","424639","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","23 AVENUE","S","32 STREET","33 STREET","40.77365847668","-73.91197401546","1,008,630.9463048","221,153.696849898","POINT (-73.9119740154567 40.7736584766765)"
"10563","1403075","Active","106035","3HR Com Mon-Sat 0700-1900 / 5HR Pas Mon-Sat 1900-2400",,"On Street","Manhattan","8 AVENUE","W","WEST 54 STREET","WEST 55 STREET","40.76503840579","-73.9842423775","988,615.024066389","218,001.260897562","POINT (-73.984242377497 40.7650384057891)"
"13438","4083008","Active","418928","2 HR Pas Mon-Sat 0800-1900",,,"Queens","150 STREET","E","89 Avenue","Jamaica Avenue","40.70266215566","-73.80462199879","1,038,422.36572447","195,335.65498215","POINT (-73.8046219987883 40.702662155655)"
"3911","3383030","Active","318421","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","AVENUE L","S","EAST 93 STREET","EAST 94 STREET","40.63691274146","-73.89789910762","1,012,587.40361497","171,337.377519473","POINT (-73.8978991076178 40.6369127414579)"
"5794","2243157","Active","205046","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","RIVERDALE AVENUE","W","WEST 258 STREET","WEST 259 STREET","40.90624300381","-73.90437833589","1,010,682.02389556","269,461.381402314","POINT (-73.9043783358949 40.9062430038121)"
"9718","4233119","Active","414108","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","30 AVENUE","N","23 STREET","CRESCENT STREET","40.7688536571","-73.92543363924","1,004,904.46589689","219,399.68165715","POINT (-73.9254336392376 40.7688536571006)"
"14730","4043061","Active","464021","2HR Pas Mon-Sat 0700-1900",,"On Street","Queens","QUEENS BOULEVARD","S","80 ROAD","82 AVENUE","40.7133115435","-73.82903104612","1,031,646.91733314","199,201.38806431","POINT (-73.8290310461196 40.7133115434961)"
"5174","4213060","Active","432288","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","42 AVENUE","S","BELL BOULEVARD","214 PLACE","40.76270743317","-73.77007889596","1,047,942.67509589","217,235.206983477","POINT (-73.7700788959632 40.7627074331744)"
"8316","1389719","Active","114893","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","AMSTERDAM AVENUE","W","WEST 113 STREET","WEST 114 STREET","40.80508950364","-73.962443084","994,647.396844134","232,595.078822732","POINT (-73.9624430840036 40.8050895036418)"
"4961","1403161","Active","103207","2HR Pas Mon-Fri 0700-1900",,"On Street","Manhattan","WEST 43 STREET","S","8 AVENUE","9 AVENUE","40.75827695139","-73.99030192114","986,936.74067755","215,537.597189724","POINT (-73.9903019211372 40.7582769513859)"
"6324","3013002","Active","300254","2HR Pas Mon-Sat 0730-1900",,"On Street","Brooklyn","ATLANTIC AVENUE","S","HENRY STREET","CLINTON STREET","40.69051378906","-73.99566240728","985,452.902437881","190,849.262052059","POINT (-73.9956624072787 40.6905137890576)"
"13284","1503030","Active","112268","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","WEST 124 STREET","N","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","40.80922914031","-73.95093183872","997,833.367834389","234,104.870422557","POINT (-73.9509318387211 40.809229140306)"
