"ObjectID","Meter Number","Status","Pay By Cell Number","Meter_Hours","Parking_Facility_Name","Facility","Borough","On_Street","Side_of_Street","From_Street","To_Street","Latitude","Longitude","X","Y","Location"
"13121","1043015","Active","103698","2HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","2 AVENUE","E","EAST 30 STREET","EAST 31 STREET","40.7425317613","-73.97721744677","990,563.134999558","209,801.789107561","POINT (-73.9772174467687 40.7425317612988)"
"7009","2073068","Active","214116","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","BAINBRIDGE AVENUE","E","EAST 204 STREET","EAST 206 STREET","40.87419492784","-73.87926545819","1,017,639.88957298","257,793.548766896","POINT (-73.8792654581853 40.8741949278436)"
"9252","1409947","Inactive","102780","3HR Com Mon-Sat 0700-1900 / 2HR Pas Mon-Sat 1900-2300",,"On Street","Manhattan","9 AVENUE","E","WEST 53 STREET","WEST 54 STREET","40.76559395583","-73.98726753227","987,776.995558724","218,203.529849976","POINT (-73.9872675322689 40.7655939558329)"
"4312","4413017","Active","463771","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","QUEENS BOULEVARD","S","GRAND AVENUE","54 AVENUE","40.73622617718","-73.8772896959","1,018,256.71478289","207,527.463275641","POINT (-73.8772896958982 40.7362261771799)"
"2809","1443945","Active","103221","1HR Com Mon-Sat 1900-2400",,"On Street","Manhattan","WEST 42 STREET","S","AVENUE OF THE AMERICAS","BROADWAY","40.75527619665","-73.98533837365","988,312.017126471","214,444.515714481","POINT (-73.9853383736493 40.7552761966509)"
"3906","3071403","Active","311143","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","18 AVENUE","W","81 STREET","82 STREET","40.6097553186","-73.99974475771","984,320.869596973","161,426.694584981","POINT (-73.9997447577059 40.6097553185996)"
"1523","3103026","Active","312912","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","63 STREET","N","18 AVENUE","19 AVENUE","40.62016166772","-73.98867224443","987,394.730903298","165,218.203078061","POINT (-73.9886722444276 40.6201616677184)"
"14751","1259659","Active","110766","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","LENOX AVENUE","E","WEST 134 STREET","WEST 135 STREET","40.81367666781","-73.9410073589","1,000,579.63530771","235,726.957401469","POINT (-73.9410073588966 40.8136766678067)"
"6107","2353009","Active","217579","6HR Pas Mon-Fri 0900-1900",,"On Street","Bronx","WALTON AVENUE","E","EAST 146 STREET","EAST 149 STREET","40.81790506891","-73.92849936349","1,004,040.69039348","237,270.094078973","POINT (-73.9284993634923 40.8179050689058)"
"5697","3051324","Inactive","313340","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","CONEY ISLAND AVENUE","W","KINGS HIGHWAY","AVENUE R","40.60558065028","-73.96187719656","994,835.693055466","159,908.058186561","POINT (-73.9618771965599 40.6055806502819)"
"14997","4443095","Active","424036","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","LIBERTY AVENUE","S","110 STREET","111 STREET","40.68453513222","-73.83148690502","1,030,986.26051797","188,715.987119138","POINT (-73.8314869050227 40.6845351322245)"
"9925","4493128","Active","466637","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","63 ROAD","N","84 PLACE","WOODHAVEN BOULEVARD","40.72369877904","-73.869135163","1,020,523.39791356","202,966.617410481","POINT (-73.869135163003 40.723698779043)"
"8798","4293135","Active","423235","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","101 AVENUE","N","125 STREET","126 STREET","40.69155328839","-73.82058105032","1,034,005.70329797","191,278.907846317","POINT (-73.8205810503182 40.6915532883882)"
"3763","2293031","Active","213984","2HR Pas Mon-Sat 0800-1900",,"On Street","Bronx","EAST GUN HILL ROAD","S","SEXTON PLACE","SEYMOUR AVENUE","40.87034236439","-73.84619302145","1,026,788.73413613","256,404.243146554","POINT (-73.8461930214538 40.8703423643915)"
"10928","3333071","Active","321209","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","UTICA AVENUE","AVENUE S","40.61344131679","-73.926176035","1,004,746.54495288","162,778.236501306","POINT (-73.9261760350026 40.6134413167939)"
"13178","4463042","Active","411820","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","HILLSIDE AVENUE","E","117 STREET","BESSEMER STREET","40.70045554291","-73.8324222211","1,030,715.75941855","194,515.752422482","POINT (-73.8324222211023 40.7004555429098)"
"2645","4333123","Active","454698","2HR Pas Mon-Sat 0900-1600",,"On Street","Queens","LITTLE NECK PARKWAY","E","NORTHERN BOULEVARD","PEMBROKE AVENUE","40.77056781179","-73.73488512957","1,057,683.34655939","220,126.538143054","POINT (-73.7348851295732 40.7705678117922)"
"14118","4053036","Active","469386","3HR Pas Mon-Sat 0830-1900",,"On Street","Queens","AUSTIN STREET","S","72 ROAD","ASCAN AVENUE","40.71870076069","-73.84131803166","1,028,237.10131814","201,158.431722388","POINT (-73.841318031663 40.7187007606859)"
"6696","1264899","Active","113038","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","1 AVENUE","E","EAST 82 STREET","EAST 83 STREET","40.77468085018","-73.95083402474","997,867.51015456","221,517.753208399","POINT (-73.9508340247416 40.7746808501832)"
"4516","4061152","Active","430986","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","KISSENA BOULEVARD","E","ELDER AVENUE","45 AVENUE","40.7528460255","-73.82136331874","1,033,743.22908539","213,609.251308888","POINT (-73.8213633187425 40.7528460255033)"
"9591","2262744","Active","204418","6HR Pas Mon-Sat 0730-2200",,"On Street","Bronx","WEST 240 STREET","N","CONNECTOR","CORLEAR AVENUE","40.88677768092","-73.9004726967","1,011,769.68969922","262,370.572093144","POINT (-73.9004726966997 40.8867776809231)"
"3814","1403109","Active","104685","2HR Pas Mon-Fri 1000-1600 / 2HR Pas Sat 0900-1900",,"On Street","Manhattan","10 AVENUE","E","WEST 47 STREET","WEST 48 STREET","40.76315819686","-73.99278099555","986,249.795201048","217,315.928606808","POINT (-73.9927809955515 40.7631581968649)"
"2496","2373001","Active","201717","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","EAST 167 STREET","S","SHERIDAN AVENUE","SHERMAN AVENUE","40.83382403225","-73.9162544062","1,007,424.43132938","243,072.9541924","POINT (-73.9162544061981 40.8338240322471)"
"12667","2293023","Active","211461","2HR Pas Mon-Sat 0730-1900",,"On Street","Bronx","EAST 233 STREET","N","DYRE AVENUE","MERRITT AVENUE","40.88926489346","-73.83109413505","1,030,951.36787122","263,306.155523807","POINT (-73.8310941350518 40.8892648934649)"
"3231","3013668","Active","300014","2HR Pas Mon-Fri 1000-1600 / 2HR Pas Sat 0800-1900",,"On Street","Brooklyn","FLATBUSH AVENUE EXTENSION","E","DEKALB AVENUE","FLATBUSH AVENUE","40.68954407453","-73.98110652818","989,489.619101971","190,496.501930803","POINT (-73.981106528175 40.6895440745297)"
"2382","1193089","Active","101734","3HR Com Mon-Sat 0800-1900",,"On Street","Manhattan","EAST 66 STREET","S","PARK AVENUE","LEXINGTON AVENUE","40.76676481554","-73.96547041709","993,814.802708805","218,631.741591975","POINT (-73.9654704170892 40.7667648155364)"
"13352","1443682","Active","105714","3HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","7 AVENUE","E","WEST 26 STREET","WEST 27 STREET","40.74614067628","-73.99404295845","985,900.630216971","211,115.867188066","POINT (-73.9940429584493 40.7461406762779)"
"13235","3123092","Active","329735","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","8 AVENUE","E","53 STREET","54 STREET","40.63901571692","-74.00579792046","982,640.877222061","172,087.086978063","POINT (-74.0057979204599 40.6390157169215)"
"8083","4443038","Active","417262","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","108 STREET","E","103 AVENUE","LIBERTY AVENUE","40.68404006498","-73.83357780384","1,030,406.70360622","188,534.51143223","POINT (-73.833577803842 40.6840400649781)"
"5293","3543076","Active","317848","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","LAKE STREET","E","AVENUE T","AVENUE U","40.59711458149","-73.97399736552","991,471.158774048","156,822.420328975","POINT (-73.9739973655189 40.5971145814893)"
"10543","4013008","Active","426748","2HR Pas Mon-Sat 0800-2200",,"On Street","Queens","QUEENS BOULEVARD","N","47 STREET","48 STREET","40.74325055117","-73.91743741448","1,007,128.16683005","210,073.62780273","POINT (-73.9174374144839 40.7432505511717)"
"15268","1453271","Active","105210","3HR Com Mon-Fri 0700-1900",,"On Street","Manhattan","PARK AVENUE SOUTH","W","EAST 17 STREET","EAST 18 STREET","40.73688741356","-73.9889107826","987,323.126059636","207,744.747946054","POINT (-73.9889107825983 40.7368874135567)"
"6884","3631600","Active","307268","2HR Pas Mon-Sat 0830-1900 Jan-May, Sept-Dec / 2HR Pas Mon-Sat 0830-2400 June-Aug",,"On Street","Brooklyn","SURF AVENUE","N","WEST 10 STREET","WEST 12 STREET","40.57559587262","-73.97872104014","990,161.257522464","148,982.259828225","POINT (-73.9787210401398 40.5755958726176)"
"7642","2323248","Active","214749","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WILLIAMSBRIDGE ROAD","W","PIERCE AVENUE","VAN NEST AVENUE","40.8471343346","-73.84926013069","1,025,955.00844139","247,947.201005563","POINT (-73.8492601306866 40.8471343346017)"
"6745","1083028","Inactive","113077","2HR Pas Mon-Sat 0800-2200",,"On Street","Manhattan","BROADWAY","E","WEST 70 STREET","WEST 71 STREET","40.77722096401","-73.98191211501","989,259.614312634","222,439.897689566","POINT (-73.9819121150083 40.7772209640118)"
"13342","3249881","Active","333168","2HR Pas Mon-Fri 1000-1900 / 2HR Pas Sat 0800-1900",,"On Street","Brooklyn","FLATBUSH AVENUE","E","6 AVENUE","ST MARKS AVENUE","40.68024570964","-73.974559893","991,306.144012228","187,109.297091067","POINT (-73.9745598930018 40.6802457096397)"
"11604","1443114","Inactive","101185","3HR Com Mon-Fri 0800-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","WEST 37 STREET","N","BROADWAY","7 AVENUE","40.7524007005","-73.98792815463","987,594.660293475","213,396.769778475","POINT (-73.9879281546309 40.7524007004997)"
"12041","4933002","Active","469238","15HR Pas Mon-Sat 0800-2200","Flushing #4","Off Street","Queens","NORTHERN BOULEVARD","E","FLUSHING BRIDGE","PRINCE STREET","40.76274799168","-73.83539703194","1,029,848.26246589","217,209.236562982","POINT (-73.8353970319419 40.7627479916826)"
"5070","4193062","Active","468992","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","108 STREET","E","53 AVENUE","MARTENSE AVENUE","40.74254718987","-73.85445285986","1,024,581.65685739","209,840.095789477","POINT (-73.8544528598649 40.7425471898721)"
"5645","4343102","Inactive","420056","2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0900-1900",,"On Street","Queens","NORTHERN BOULEVARD","N","54 STREET","55 STREET","40.75343507946","-73.90645208428","1,010,168.24802022","213,787.236517221","POINT (-73.9064520842821 40.753435079458)"
"12085","4193065","Active","466898","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","CORONA AVENUE","N","50 AVENUE","51 AVENUE","40.74382951816","-73.85638128158","1,024,046.51849197","210,306.40620856","POINT (-73.856381281577 40.743829518161)"
"7959","1113027","Active","107348","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","GREENWICH STREET","E","READE STREET","DUANE STREET","40.71711442537","-74.01065862702","981,295.325779304","200,540.819768637","POINT (-74.010658627023 40.7171144253675)"
"2396","3623026","Active","326064","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","ELDERT LANE","E","LIBERTY AVENUE","GLENMORE AVENUE","40.67870593932","-73.86526688653","1,021,620.82714914","186,576.029784888","POINT (-73.8652668865273 40.678705939316)"
"11572","1083025","Active","112011","2HR Com Mon-Sat 0700-1900",,"On Street","Manhattan","WEST 69 STREET","S","BROADWAY","AMSTERDAM AVENUE","40.77651666616","-73.98277870313","989,019.654818803","222,183.249908894","POINT (-73.9827787031295 40.7765166661603)"
"9605","1433333","Active","106999","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","EAST 46 STREET","S","LEXINGTON AVENUE","3 AVENUE","40.75371882788","-73.9736698018","991,544.976211727","213,877.87216273","POINT (-73.9736698018038 40.7537188278775)"
"2909","3543026","Active","316856","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","AVENUE U","S","MCDONALD AVENUE","WEST STREET","40.59700373422","-73.97247331769","991,894.4128488","156,782.165160149","POINT (-73.9724733176882 40.5970037342183)"
"5843","3403086","Inactive","330971","2HR Pas Mon-Fri 1200-1600 / 2HR Pas Sat 0800-1900",,"On Street","Brooklyn","NOSTRAND AVENUE","E","SULLIVAN PLACE","EMPIRE BOULEVARD","40.664460877","-73.95094603501","997,858.974082381","181,361.218692228","POINT (-73.9509460350055 40.6644608770014)"
"10674","1264893","Active","103094","2HR Pas Mon-Sat 0900-2200",,"On Street","Manhattan","EAST 67 STREET","S","1 AVENUE","YORK AVENUE","40.76446983525","-73.95808741276","995,860.317974716","217,796.496871397","POINT (-73.9580874127635 40.7644698352455)"
"2063","3463016","Inactive","319256","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","13 AVENUE","E","77 STREET","78 STREET","40.61888370952","-74.00880648883","981,805.158421054","164,752.528812557","POINT (-74.0088064888258 40.6188837095205)"
"3550","1453060","Active","101314","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","WEST 21 STREET","N","AVENUE OF THE AMERICAS","7 AVENUE","40.74271130904","-73.9962132811","985,299.311865807","209,866.405776232","POINT (-73.9962132811031 40.7427113090417)"
"6464","1323060","Active","102158","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","HUDSON STREET","W","CLARKSON STREET","LEROY STREET","40.7297961729","-74.0070200048","982,304.357225806","205,161.070042565","POINT (-74.007020004804 40.7297961729043)"
"12173","3433013","Active","320030","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","EAST 96 STREET","W","WILLMOHR STREET","CHURCH AVENUE","40.6558429663","-73.91567437741","1,007,647.3616578","178,228.924103811","POINT (-73.9156743774104 40.6558429662951)"
"15315","3543089","Active","307230","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","WEST STREET","E","AVENUE W","AVENUE X","40.59074794654","-73.97020780609","992,524.341378972","154,503.228773147","POINT (-73.9702078060899 40.5907479465375)"
"1444","1133029","Active","101763","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","1 AVENUE","E","EAST 1 STREET","EAST 2 STREET","40.72371687407","-73.98798766402","987,579.605533555","202,946.343172804","POINT (-73.9879876640163 40.7237168740658)"
"5001","3043038","Active","331751","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","CORTELYOU ROAD","S","EAST 21 STREET","FLATBUSH AVENUE","40.64389320221","-73.95832415988","995,815.636305556","173,866.785518393","POINT (-73.9583241598788 40.6438932022088)"
"8710","3091479","Active","315298","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","5 AVENUE","W","92 STREET","94 STREET","40.61705043432","-74.03011451865","975,889.43206355","164,085.932704806","POINT (-74.0301145186469 40.6170504343235)"
"12377","2173020","Active","222502","2HR Pas Mon-Sat 0830-1900",,"On Street","Bronx","WOOD AVENUE","S","WHITE PLAINS ROAD","WOOD ROAD","40.83553827319","-73.86257265473","1,022,278.48068947","243,716.268522561","POINT (-73.8625726547267 40.8355382731891)"
"10680","3013539","Active","342654","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","CADMAN PLAZA WEST","E","CLARK STREET","TILLARY STREET","40.69693280962","-73.99122787927","986,682.452800304","193,187.992282733","POINT (-73.9912278792658 40.6969328096165)"
"13256","3503035","Inactive","336184","2 HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","EAST 2 STREET","E","CHURCH AVENUE","BEVERLEY ROAD","40.64304705878","-73.97823465286","990,290.269075468","173,556.511532649","POINT (-73.9782346528558 40.6430470587797)"
"12300","4391216","Inactive","463571","2 HR Pas Mon-Sat 0800-1600",,"On Street","Queens","NORTHERN BOULEVARD","S","81 STREET","82 STREET","40.75540790988","-73.8858831502","1,015,866.10735939","214,512.757047817","POINT (-73.8858831502027 40.7554079098793)"
"2777","2093005","Active","214253","2HR Pas Mon-Sat 0800-2000",,"On Street","Bronx","WHITE PLAINS ROAD","E","MARAN PLACE","LYDIG AVENUE","40.8539415997","-73.86761425204","1,020,873.25285688","250,419.137334645","POINT (-73.8676142520416 40.8539415997004)"
"1809","1442541","Inactive","106151","3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200",,"On Street","Manhattan","EAST 39 STREET","N","LEXINGTON AVENUE","3 AVENUE","40.74938802014","-73.97694755715","990,637.265100643","212,299.763114229","POINT (-73.9769475571462 40.74938802014)"
"13994","1453131","Active","104252","3HR Com Mon-Fri 0700-1800",,"On Street","Manhattan","WEST 18 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.73930747642","-73.9935991242","986,023.793684557","208,626.323610723","POINT (-73.9935991242046 40.7393074764213)"
"2660","4483124","Active","431576","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","GUY R BREWER BOULEVARD","E","137 AVENUE","140 AVENUE","40.67115945043","-73.77389441665","1,046,971.79547597","183,878.836688474","POINT (-73.7738944166466 40.6711594504266)"
"3418","3043199","Inactive","306338","2HR Pas Mon-Sat 0830-1900",,"On Street","Brooklyn","NOSTRAND AVENUE","W","CLARENDON ROAD","AVENUE D","40.64194810149","-73.94870483049","998,485.551241308","173,159.549071983","POINT (-73.9487048304934 40.6419481014862)"
"9384","2013175","Active","204898","2HR Pas Sat 0800-1900",,"On Street","Bronx","EAST FORDHAM ROAD","S","EAST FORDHAM ROAD","BELMONT AVENUE","40.85803886628","-73.88415580334","1,016,295.21936205","251,905.443745226","POINT (-73.8841558033382 40.8580388662798)"
"6220","4391217","Active","468452","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","NORTHERN BOULEVARD","S","82 STREET","83 STREET","40.75553415077","-73.88466776984","1,016,202.76810339","214,559.191666231","POINT (-73.8846677698373 40.7555341507714)"
"10479","1173015","Inactive","101351","2HR Pas Mon-Sat 1000-2200",,"On Street","Manhattan","7 AVENUE","E","WEST 58 STREET","CENTRAL PARK SOUTH","40.76644043082","-73.97923607973","990,001.699114561","218,512.354035482","POINT (-73.9792360797291 40.7664404308187)"
"3510","4433055","Active","432412","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","164 STREET","W","UNION TURNPIKE","81 AVENUE","40.72073011624","-73.80450174006","1,038,441.0185743","201,918.418391392","POINT (-73.8045017400554 40.7207301162392)"
"5243","4451786","Active","463249","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","63 ROAD","N","97 STREET","98 STREET","40.73163121549","-73.85970086019","1,023,133.7873778","205,860.694299474","POINT (-73.8597008601873 40.7316312154895)"
"9457","4391214","Inactive","405262","2HR Pas Mon-Sat 0800-1600",,"On Street","Queens","NORTHERN BOULEVARD","S","77 STREET","78 STREET","40.75502080018","-73.88957413475","1,014,843.69733073","214,370.409891561","POINT (-73.8895741347461 40.7550208001796)"
"11278","1443768","Inactive","101154","2HR Pas Mon-Sat 0800-1900",,"On Street","Manhattan","8 AVENUE","E","WEST 24 STREET","WEST 25 STREET","40.74637685064","-73.997560126","984,926.059659556","211,201.86635989","POINT (-73.9975601259956 40.7463768506391)"
"10278","2253167","Active","213730","6HR Pas Mon-Fri 0800-2200",,"On Street","Bronx","GOULDEN AVENUE","W","WEST 197 STREET","BEDFORD PARK BL WEST","40.87508875816","-73.89456010469","1,013,409.67001505","258,113.745633066","POINT (-73.8945601046883 40.8750887581649)"
"8403","4093038","Active","457797","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","CYPRESS AVENUE","E","JEFFERSON AVENUE","HANCOCK STREET","40.69944580081","-73.90494710332","1,010,606.55980764","194,117.727627978","POINT (-73.9049471033178 40.6994458008134)"
"15144","1389686","Active","110923","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","AMSTERDAM AVENUE","W","WEST 101 STREET","WEST 102 STREET","40.79759940034","-73.96790069773","993,137.49074322","229,865.571158394","POINT (-73.9679006977309 40.7975994003448)"
"1619","4313025","Active","454614","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","85 STREET","W","86 AVENUE","JAMAICA AVENUE","40.69276662732","-73.85922570893","1,023,288.23031038","191,701.375833392","POINT (-73.8592257089342 40.6927666273167)"
"11410","4193009","Active","467692","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","103 STREET","E","39 AVENUE","NATIONAL STREET","40.75021046316","-73.86280368809","1,022,263.24023439","212,628.333651304","POINT (-73.8628036880936 40.7502104631646)"
"7133","4122391","Active","468446","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","82 STREET","W","37 AVENUE","ROOSEVELT AVENUE","40.74903332401","-73.88424630742","1,016,322.66386098","212,190.886363477","POINT (-73.884246307415 40.7490333240149)"
"6620","3163124","Active","330826","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","CLARKSON AVENUE","S","EAST 51 STREET","EAST 52 STREET","40.65667277943","-73.92932829919","1,003,858.64088881","178,527.896274894","POINT (-73.9293282991888 40.6566727794348)"
"10781","3433007","Active","319975","2HR Pas Mon-Sat 0800-1900",,"On Street","Brooklyn","CHURCH AVENUE","S","EAST 94 STREET","EAST 95 STREET","40.65493989698","-73.9165003336","1,007,418.5018793","177,899.691494554","POINT (-73.9165003335978 40.6549398969789)"
"10568","4113111","Inactive","463487","2HR Pas Mon-Sat 0730-1900",,"On Street","Queens","CENTRAL AVENUE","E","FOAM PLACE","CENTRAL AVENUE","40.60509495884","-73.75192800538","1,053,133.43538363","159,826.34247072","POINT (-73.7519280053784 40.6050949588415)"
"9902","1443576","Active","101380","3HR Com Mon-Fri 0800-1900",,"On Street","Manhattan","WEST 24 STREET","N","5 AVENUE","AVENUE OF THE AMERICAS","40.74271201796","-73.99015907288","986,976.952211305","209,866.794554979","POINT (-73.9901590728797 40.7427120179617)"
"3286","1273006","Active","109245","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","MADISON AVENUE","W","EAST 85 STREET","EAST 86 STREET","40.78052780563","-73.95916410939","995,559.332028136","223,646.810630053","POINT (-73.9591641093949 40.7805278056348)"
"6200","3083037","Inactive","315264","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BRIGHTON 11 STREET","E","OCEAN VIEW AVENUE","BRIGHTON BEACH AVENUE","40.57878877007","-73.9584593052","995,789.379796386","150,147.529807389","POINT (-73.9584593051959 40.578788770068)"
"6814","3313018","Active","313698","2HR Pas 0800-1900 Mon-Thur / 4Hr Pas 0800-1900 Fri",,"On Street","Brooklyn","AVENUE M","N","CHESTNUT AVENUE","EAST 13 STREET","40.61781363982","-73.96235311027","994,701.629019141","164,364.797304556","POINT (-73.9623531102698 40.617813639821)"
"3378","4122338","Active","467968","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","ROOSEVELT AVENUE","N","85 STREET","86 STREET","40.74803726757","-73.88066608347","1,017,315.15465814","211,829.322454065","POINT (-73.8806660834715 40.748037267571)"
"11091","2123016","Active","214996","2HR Pas Mon-Sat 0900-1900",,"On Street","Bronx","EDWARD L GRANT HIGHWAY","W","SHAKESPEARE AVENUE","NELSON AVENUE","40.84125347233","-73.92228422351","1,005,753.43401521","245,778.236839563","POINT (-73.9222842235137 40.8412534723292)"
"995","4173071","Active","406554","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","67 AVENUE","N","QUEENS BOULEVARD","102 STREET","40.72733256877","-73.85314373426","1,024,953.71319988","204,297.544210553","POINT (-73.8531437342623 40.7273325687704)"
"13063","3193098","Active","336326","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","BROADWAY","E","KOSCIUSZKO STREET","PATCHEN AVENUE","40.69304625071","-73.92816446931","1,004,170.69078964","191,780.050544813","POINT (-73.9281644693097 40.6930462507148)"
"2528","3149859","Inactive","301550","2HR Pas Mon-Sat 0900-1900",,"On Street","Brooklyn","PROSPECT AVENUE","N","5 AVENUE","6 AVENUE","40.66358876299","-73.98951527533","987,158.800928965","181,039.846631557","POINT (-73.9895152753311 40.6635887629905)"
"3041","1183068","Active","110319","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","MADISON AVENUE","W","EAST 73 STREET","EAST 74 STREET","40.77279007375","-73.96481155048","993,996.428985968","220,827.01607281","POINT (-73.9648115504819 40.7727900737508)"
"10913","1243088","Active","106066","2HR Pas Mon-Sat 0730-1900",,"On Street","Manhattan","LAFAYETTE STREET","E","HOWARD STREET","GRAND STREET","40.71969272517","-73.99927574735","984,450.762053728","201,479.994399473","POINT (-73.9992757473526 40.7196927251672)"
"9325","1119839","Inactive","116052","3HR Buses Mon-Fri 1000-1600, Sat 0700-1900",,"On Street","Manhattan","BARCLAY STREET","N","WASHINGTON STREET","WEST STREET","40.71412464918","-74.01257891202","980,762.847841635","199,451.623784304","POINT (-74.0125789120176 40.71412464918)"
"4392","4233145","Active","420785","2HR Pas Mon-Sat 0900-1900",,"On Street","Queens","33 STREET","W","30 AVENUE","31 AVENUE","40.76605974976","-73.91993192942","1,006,429.33883139","218,383.114136472","POINT (-73.9199319294208 40.7660597497594)"
"9770","1403016","Active","104217","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","WEST 56 STREET","S","8 AVENUE","9 AVENUE","40.76623465888","-73.98395719216","988,693.943527967","218,437.109763399","POINT (-73.9839571921574 40.7662346588848)"
"3154","1264963","Active","106126","2HR Pas Mon-Sat 0830-1900",,"On Street","Manhattan","2 AVENUE","E","EAST 73 STREET","EAST 74 STREET","40.76977013322","-73.95752929894","996,013.986302555","219,727.645240054","POINT (-73.9575292989435 40.769770133221)"
"7323","1483012","Active","116298","3HR Com Mon-Sat 0700-2400",,"On Street","Manhattan","FULTON STREET","N","PEARL STREET","CLIFF STREET","40.7078903864","-74.00428615525","983,061.671984136","197,180.07189697","POINT (-74.0042861552509 40.7078903863994)"
"8812","1433171","Inactive","102824","3HR Com Mon-Fri 0700-1800 / 6HR Pas Mon-Fri 1800-2400 / 6HR Pas Sat 0800-2400",,"On Street","Manhattan","EAST 47 STREET","N","PARK AVENUE","LEXINGTON AVENUE","40.75475350809","-73.97394854535","991,467.636143297","214,254.816618815","POINT (-73.9739485453452 40.7547535080897)"
"12090","4723030","Inactive","469242","15HR Pas Mon-Sat 0700-2200","Sunnyside","Off Street","Queens","QUEENS BOULEVARD","N","32 PLACE","33 STREET","40.74479308364","-73.93201013755","1,003,089.61683631","210,632.151291981","POINT (-73.9320101375545 40.7447930836406)"
"9705","1323047","Active","102056","2HR Pas Mon-Sat 0900-1900",,"On Street","Manhattan","HUDSON STREET","E","WEST HOUSTON STREET","CLARKSON STREET","40.72924714517","-74.00692043856","982,331.936895058","204,961.039930806","POINT (-74.0069204385582 40.7292471451665)"
"9121","4353011","Active","465870","2HR Pas Mon-Sat 0830-1900",,"On Street","Queens","GRAND AVENUE","S","HAMILTON PLACE","55 DRIVE","40.7247146591","-73.89742070143","1,012,682.72199389","203,326.286638647","POINT (-73.8974207014299 40.7247146591043)"
"10332","4093028","Active","458306","2HR Pas Mon-Sat 0800-1900",,"On Street","Queens","CATALPA AVENUE","S","MYRTLE AVENUE","SENECA AVENUE","40.70054175675","-73.90444316852","1,010,745.85677314","194,517.168758228","POINT (-73.904443168521 40.70054175675)"
