"Complaint #","Date","Address #","Street Name","Borough","Block","Lot","BIN","Postcode","Landmark Name","Work Reported","Action Taken","Status","Council District","Community Board","NTA","Latitude","Longitude"
"CMP-22-00045","08/02/2021","60-62","70TH AVENUE","QUEENS","3537","4","4085276","11385","Central Ridgewood - Historic District","Removal of rear porch","Warning Letter Issued","Closed","30","QN-05","Ridgewood","40.70219778438","-73.89653466971"
"CMP-22-00038","08/03/2021","41","COMMERCE STREET","MANHATTAN","584","58","1009848","10014","Greenwich Village - Historic District","Painting rear wall white","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73141546536","-74.00555294634"
"CMP-22-00054","08/04/2021","73","MACON STREET","BROOKLYN","1844","77","3322637","11216","Bedford - Historic District","Illegal construction","No Warning Letter Issued","Closed","36","BK-03","Bedford","40.68123522298","-73.94837734715"
"CMP-22-00062","08/05/2021","414","BEACH 58TH STREET","QUEENS","16002","1","4436449","11692",,"Parking cars in street for personal business","No Warning Letter Issued","Closed","31","QN-14","Hammels-Arverne-Edgemere","40.59553500986","-73.78817135704"
"CMP-22-00042","08/05/2021","106","WEST 13TH STREET","MANHATTAN","608","35","1010617","10011","Greenwich Village - Historic District","Replacement of windows","Warning Letter Issued","Closed","03","MN-02","West Village","40.73689136383","-73.9978926659"
"CMP-22-00063","08/06/2021","778","PARK AVENUE","MANHATTAN","1388","33","1041503","10021","Upper East Side - Historic District","Installation of satellite dishs at roof; installation of ac units with brackets","No Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.77197159415","-73.96320331569"
"CMP-22-00064","08/08/2021","285","MACDONOUGH STREET","BROOKLYN","1669","40","3046750","11233","Stuyvesant Heights - Historic District","Balustrade destroyed.","No Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68201895093","-73.93502204113"
"CMP-22-00055","08/10/2021","106","WAVERLY PLACE","MANHATTAN","552","7502","1008891","10011","Greenwich Village - Historic District","scaffolding","No Warning Letter Issued","Closed","01","MN-02","West Village","40.73240919632","-73.99902578436"
"CMP-22-00056","08/12/2021","132","EAST 71ST STREET","MANHATTAN","1405","60","1042753","10021","Upper East Side - Historic District","Building a structure on the roof. HVAC on roof","No Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.76988554861","-73.96306727928"
"CMP-22-00046","08/12/2021","77","GREENE STREET","MANHATTAN","486","21","1007291","10012","SoHo-Cast Iron - Historic District","painting cast iron columns black","Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72361500057","-74.0005303363"
"CMP-22-00057","08/16/2021","41","WEST 76TH STREET","MANHATTAN","1129","9","1028803","10023","Central Park West - West 76th Street - Historic District;  Upper West Side/Central Park West - Historic District","Exterior work","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.77975911005","-73.97631333639"
"CMP-22-00053","08/17/2021","442","STERLING PLACE","BROOKLYN","1173","43","3029397","11238","Prospect Heights - Historic District","Painting façade","Warning Letter Issued","Closed","35","BK-08","Prospect Heights","40.67473879236","-73.96397076945"
"CMP-22-00051","08/18/2021","1040","PARK AVENUE","MANHATTAN","1498","33","1046852","10028","Park Avenue - Historic District","Painted the penthouse blue","No Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.78028330519","-73.95713257744"
"CMP-22-00052","08/18/2021","1293","DEAN STREET","BROOKLYN","1208","68","3030126","11216","Crown Heights North - Historic District","Replaced windows","Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67667507463","-73.94602668701"
"CMP-22-00059","08/19/2021","4448","TIBBETT AVENUE","BRONX","5806","721","2084232","10471","Fieldston - Historic District","Replacement of sidewalk","No Warning Letter Issued","Closed","11","BX-08","North Riverdale-Fieldston-Riverdale","40.89176900464","-73.90083302074"
"CMP-22-00050","08/20/2021","21-51","4FIFTH AVENUE","QUEENS","78","25","4000647","11101","Hunters Point - Historic District","Painting building a bright color","No Warning Letter Issued","Closed","26","QN-02","Hunters Point-Sunnyside-West Maspeth","40.74728737097","-73.94718932579"
"CMP-22-00049","08/23/2021","14","DECATUR STREET","BROOKLYN","1857","31","3053643","11216",,"Installation of HVAC unit","No Warning Letter Issued","Closed","36","BK-03","Bedford","40.68039256298","-73.94255529081"
"CMP-22-00047","08/23/2021","119","MACON STREET","BROOKLYN","1844","53","3053050","11216","Bedford - Historic District","Stoop clad with marble. Railings replaced; fence added, security cameras, cellar entrance","Warning Letter Issued","Closed","36","BK-03","Bedford","40.68148946558","-73.94614898125"
"CMP-22-00048","08/23/2021","3","DECATUR STREET","BROOKLYN","1855","1","3053481","11216","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Installation of HVAC unit at side façade","Warning Letter Issued","Closed","36","BK-03","Bedford","40.68037623261","-73.94283292003"
"CMP-22-00058","08/26/2021","82","WEST 3RD STREET","MANHATTAN","539","7502","1008674","10012","South Village - Historic District","building on landmark building","Warning Letter Issued","Closed","01","MN-02",,"40.72979344313","-73.99884181131"
"CMP-22-00065","08/28/2021","56-02","ROOSEVELT AVENUE","QUEENS","1327","35","4031073","11377",,"Gym not requiring proof of vaccination","No Warning Letter Issued","Closed","26","QN-02","Woodside","40.74513864797","-73.90843869579"
"CMP-22-00107","09/01/2021","87","LEONARD STREET","MANHATTAN","174","7504","1001884","10013","Tribeca East - Historic District","Installation of rooftop fence","Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71720040339","-74.00471845661"
"CMP-22-00108","09/01/2021","309","HOLLYWOOD AVENUE","QUEENS","8048","74","4168341","11363","Douglaston - Historic District","Installation of wood fence","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77617048333","-73.74806079253"
"CMP-22-00109","09/01/2021","70","HUDSON AVENUE","BROOKLYN","43","25","3255594","11201","Vinegar Hill - Historic District","Installation of shed at rear","Warning Letter Issued","Closed","33","BK-02","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.70280541923","-73.98114106868"
"CMP-22-00073","09/01/2021","2103","ALBEMARLE TERRACE","BROOKLYN","5102","112","3117198","11226","Albemarle-Kenmore Terraces - Historic District","Construction of areaway wall","Warning Letter Issued","Closed","40","BK-14","Flatbush","40.64858505483","-73.95952354537"
"CMP-22-00110","09/01/2021","248","WEST 10TH STREET","MANHATTAN","619","10","1082684","10014","Greenwich Village - Historic District","Installation of flagpole mounting bracket.","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73379789551","-74.00588871504"
"CMP-22-00113","09/01/2021","86-02","37TH AVENUE","QUEENS","1474","1","4036257","11372","Jackson Heights - Historic District","Installation of awnings","Warning Letter Issued","Closed","21","QN-03","Jackson Heights","40.75014685939","-73.88043909411"
"CMP-22-00112","09/01/2021","36","FIFTH AVENUE","MANHATTAN","574","44","1009540","10011","Greenwich Village - Historic District","Painting light fixtures","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73352896957","-73.99543193434"
"CMP-22-00111","09/01/2021","260","NEW YORK AVENUE","BROOKLYN","1255","37","3032306","11216","Crown Heights North  II - Historic District","Replacement of door; masonry work at the front façade.","Warning Letter Issued","Closed","35","BK-08","Crown Heights North","40.67132073923","-73.94758833756"
"CMP-22-00098","09/01/2021","118","SOUTH ELLIOTT PLACE","BROOKLYN","2113","47","3059260","11217","Brooklyn Academy of Music - Historic District","Replacement of windows at upper floors","No Warning Letter Issued","Closed","35","BK-02","Fort Greene","40.68590753231","-73.97535871537"
"CMP-22-00080","09/02/2021","438","WEST 20TH STREET","MANHATTAN","717","63","1012596","10011","Chelsea - Historic District","Alterations to penthouse without permits","Warning Letter Issued","Closed","03","MN-04","Hudson Yards-Chelsea-Flatiron-Union Square","40.74511733658","-74.00389399699"
"CMP-22-00060","09/02/2021","217","CLERMONT AVENUE","BROOKLYN","2092","22","3058567","11205","Fort Greene - Historic District","Replacement of windows","No Warning Letter Issued","Closed","35","BK-02",,"40.69092105992","-73.97040227198"
"CMP-22-00072","09/02/2021","112-03","178th street","Queens","10301","28",,,"Addisleigh Park - Historic District","Ongoing work at empty lot","Warning Letter Issued","Closed",,,,,
"CMP-22-00075","09/02/2021","38","EAST 73RD STREET","MANHATTAN","1387","49","1041471","10021","Upper East Side - Historic District","Replacement of windows","Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.77231237834","-73.96459672959"
"CMP-22-00071","09/06/2021","255","WEST 88TH STREET","MANHATTAN","1236","10","1033291","10024",,"Construction on apartments","No Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.78985694009","-73.97609667594"
"CMP-22-00097","09/07/2021","165","FENIMORE STREET","BROOKLYN","5037","57","3115333","11225","Prospect Lefferts Gardens - Historic District","Ongoing work at the front areaway","Warning Letter Issued","Closed","40","BK-09","Prospect Lefferts Gardens-Wingate","40.65826787867","-73.95739840285"
"CMP-22-00069","09/08/2021","79","WILLOW STREET","BROOKLYN","230","1","3001717","11201","Brooklyn Heights - Historic District","Installation of tv signage","Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69867324566","-73.99518187599"
"CMP-22-00068","09/08/2021","33","JONES STREET","MANHATTAN","590","49","1010152","10014","Greenwich Village  Extension II - Historic District","Painted ground floor of the building","Warning Letter Issued","Closed","03","MN-02","West Village","40.73210725472","-74.00228759229"
"CMP-22-00070","09/08/2021","403","MACON STREET","BROOKLYN","1664","55","3046383","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Painting building","Warning Letter Issued","Closed","36","BK-03","Stuyvesant Heights","40.68268361075","-73.93577855195"
"CMP-22-00067","09/09/2021","409","EDGECOMB AVENUE","MANHATTAN","2054","62","1061186","10032","409 Edgecombe Avenue Apartments - Individual Landmark","Replacement of fencing without permits","No Warning Letter Issued","Closed","09","MN-09","Hamilton Heights","40.8314418917","-73.93824035725"
"CMP-22-00066","09/10/2021","35-41","86TH STREET","QUEENS","1460","54","4035860","11372","Jackson Heights - Historic District","Ongoing work--removal of paving","Warning Letter Issued","Closed","25","QN-03","Jackson Heights","40.75182162109","-73.88088724587"
"CMP-22-00089","09/13/2021","1080","PARK AVENUE","MANHATTAN","1500","33","1046954","10128","Park Avenue - Historic District","Installation of window signage","Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.78169386206","-73.95649976582"
"CMP-22-00099","09/13/2021","2","NORTH MOORE STREET","MANHATTAN","189","39","1002151","10013","Tribeca West - Historic District","Reclad rooftop chimney","No Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71970081607","-74.00607145291"
"CMP-22-00087","09/16/2021","165","EAST 71ST STREET","MANHATTAN","1406","27","1042813","10021","Upper East Side - Historic District","Installation of camera and conduit","Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.76948174938","-73.9620746941"
"CMP-22-00086","09/16/2021","0","176th Street","Queens","10307","43",,,"Addisleigh Park - Historic District","Installation of fence","Warning Letter Issued","Closed",,,,,
"CMP-22-00088","09/16/2021","159","EAST 71ST STREET","MANHATTAN","1406","25","1042811","10021","Upper East Side - Historic District","Installation of camera and conduit","Warning Letter Issued","Closed","04","MN-08","Upper East Side-Carnegie Hill","40.76953668569","-73.96220102045"
"CMP-22-00079","09/17/2021","56","WHITE STREET","MANHATTAN","193","6","1002195","10013","Tribeca East - Historic District","Removal of granite paving","No Warning Letter Issued","Closed","01","MN-01","SoHo-TriBeCa-Civic Center-Little Italy","40.71843283088","-74.00391047519"
"CMP-22-00100","09/17/2021","453","56TH STREET","BROOKLYN","831","58","3014983","11220","Sunset Park South - Historic District","Ongoing interior work","No Warning Letter Issued","Closed","38","BK-07","Sunset Park West","40.64236879519","-74.01483133559"
"CMP-22-00083","09/17/2021","24","WEST 123RD STREET","MANHATTAN","1721","128","1053450","10027","Mount Morris Park - Historic District","Alterations to stoop railing","Warning Letter Issued","Closed","09","MN-10","Central Harlem South","40.8059717179","-73.94530054541"
"CMP-22-00103","09/20/2021","6301","12TH AVENUE","BROOKLYN","5739","1","3345686","11219","Angel Guardian Home - Individual Landmark","Damage to crosses outside of church","No Warning Letter Issued","Closed","38","BK-10","Dyker Heights","40.62838503087","-74.00259385912"
"CMP-22-00101","09/20/2021","1910","GLENWOOD ROAD","BROOKLYN","6694","42","3179157","11230","Fiske Terrace-Midwood Park - Historic District","Work on house","No Warning Letter Issued","Closed","45","BK-14","Flatbush","40.63279400437","-73.95869006298"
"CMP-22-00102","09/20/2021","410","GATEWAY DRIVE","BROOKLYN","4452","565","3397152","11239",,"unsafe construction site","No Warning Letter Issued","Closed","42","BK-05","East New York","40.65287694886","-73.87705635619"
"CMP-22-00078","09/20/2021","28","SOUTH OXFORD STREET","BROOKLYN","2100","52","3058902","11217","Fort Greene - Historic District","Drilling holes in façade and installing HVAC","No Warning Letter Issued","Closed","35","BK-02","Fort Greene","40.6887096293","-73.97393337246"
"CMP-22-00077","09/20/2021","184","RUGBY ROAD","BROOKLYN","5117","28","3117516","11226","Prospect Park South - Historic District","expanding driveway","Warning Letter Issued","Closed","40","BK-14","Flatbush","40.64520836337","-73.96613799937"
"CMP-22-00074","09/20/2021","44","JORALEMON STREET","BROOKLYN","259","31","3002285","11201","Brooklyn Heights - Historic District","Removal of portions of brick","Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69365589317","-73.9979625485"
"CMP-22-00076","09/22/2021","131","bay street","Staten Island","534","1",,,"Seaman's Retreat: Main Building - Individual Landmark","Failure to maintain façade","Warning Letter Issued","Closed",,,,,
"CMP-22-00082","09/23/2021","83","8TH AVENUE","BROOKLYN","1066","5","3024684","11215","Park Slope - Historic District","Alterations to storefront","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67318501222","-73.97314633955"
"CMP-22-00085","09/23/2021","35","CHRISTOPHER STREET","MANHATTAN","610","28","1010675","10014","Greenwich Village - Historic District","Installation of awning","Warning Letter Issued","Closed","03","MN-02","West Village","40.73380901521","-74.00150826182"
"CMP-22-00081","09/23/2021","52","SOUTH PORTLAND AVENUE","BROOKLYN","2099","68","3058834","11217","Fort Greene - Historic District","Coated/painted stoop and areaway wall","Warning Letter Issued","Closed","35","BK-02","Fort Greene","40.68822400405","-73.97482780449"
"CMP-22-00091","09/24/2021","148","NOBLE STREET","BROOKLYN","2573","7","3065096","11222","Greenpoint - Historic District","Ongoing storefront work","No Warning Letter Issued","Closed","33","BK-01","Greenpoint","40.72873046015","-73.95446695103"
"CMP-22-00084","09/27/2021","247","JEFFERSON AVENUE","BROOKLYN","1828","62","3051945","11216","Bedford - Historic District","Installation of rooftop fence","No Warning Letter Issued","Closed","36","BK-03","Bedford","40.68352966717","-73.94796453688"
"CMP-22-00095","09/28/2021","295","LAFAYETTE STREET","MANHATTAN","510","7502","1007941","10012","SoHo-Cast Iron  Extension - Historic District;  Puck Building - Individual Landmark","Installation of flagpoles","Warning Letter Issued","Closed","01","MN-02",,"40.72453716231","-73.99576085866"
"CMP-22-00090","09/28/2021","228","JEFFERSON AVENUE","BROOKLYN","1833","22","3052289","11216","Bedford - Historic District","Painted facade, covered sw with cement","Warning Letter Issued","Closed","36","BK-03","Bedford","40.68344758184","-73.94853788457"
"CMP-22-00104","09/29/2021","428","TROUTMAN STREET","BROOKLYN","3189","16","3072615","11237",,"Unpermitted electrical work","No Warning Letter Issued","Closed","34","BK-04","Bushwick North","40.70722169705","-73.9221931786"
"CMP-22-00093","09/30/2021","86","VANDERBILT AVENUE","BROOKLYN","2046","60","3058155","11205","Wallabout - Historic District","Painting/coating stoop","Warning Letter Issued","Closed","35","BK-02","Fort Greene","40.6949530748","-73.97020574839"
"CMP-22-00140","10/01/2021","130","EAST 38TH STREET","MANHATTAN","893","74","1019110","10016","Murray Hill - Historic District","ongoing roof work","No Warning Letter Issued","Closed","04","MN-06","Murray Hill-Kips Bay","40.74905131284","-73.9782190363"
"CMP-22-00106","10/01/2021","187","6TH AVENUE","BROOKLYN","951","4","3019606","11217","Park Slope - Historic District","Removal of portions of the cornice","Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67627654013","-73.9773847738"
"CMP-22-00092","10/01/2021","113","WEST 10TH STREET","MANHATTAN","606","90","1010569","10011","Greenwich Village - Historic District","Broken gate and signage; installation of blue lights around the windows.","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73478066613","-73.99935771646"
"CMP-22-00141","10/01/2021","431","6TH AVENUE","BROOKLYN","1006","1","3022144","11215","Brooklyn Public Library, Park Slope Branch - Individual Landmark","Installation of Wifi antennas","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.66842204641","-73.98360562152"
"CMP-22-00094","10/03/2021","49-02","39TH AVENUE","QUEENS","132","130","4001054","11377","Sunnyside Gardens - Historic District","Installation of a wood enclosure","Warning Letter Issued","Closed","26","QN-02","Hunters Point-Sunnyside-West Maspeth","40.74901067356","-73.91451832857"
"CMP-22-00096","10/03/2021","223","WEST 11TH STREET","MANHATTAN","614","30","1010965","10014","Greenwich Village - Historic District","Installed a sign at the façade","Warning Letter Issued","Closed","03","MN-02","West Village","40.73635887665","-74.00237073191"
"CMP-22-00105","10/05/2021","459","55TH STREET","BROOKLYN","823","56","3014620","11220","Sunset Park South - Historic District","Demolition in basement, planning to demo house","No Warning Letter Issued","Closed","38","BK-07","Sunset Park West","40.64286568845","-74.01413960015"
"CMP-22-00115","10/06/2021","169","THOMPSON STREET","MANHATTAN","525","24","1077793","10012","South Village - Historic District","Ongoing storefront alterations","Warning Letter Issued","Closed","03","MN-02","West Village","40.72767175222","-74.00032110751"
"CMP-22-00116","10/06/2021","27","WEST 123RD STREET","MANHATTAN","1721","35","1053414","10027","Mount Morris Park - Historic District","Installed gate at rear of property; ongoing work","No Warning Letter Issued","Closed","09","MN-10","Central Harlem South","40.8060046683","-73.9453294159"
"CMP-22-00134","10/06/2021","28","CLIFTON PLACE","BROOKLYN","1951","20","3055717","11238","Clinton Hill - Historic District","Replacement of windows","No Warning Letter Issued","Closed","35","BK-02","Clinton Hill","40.68770498443","-73.96360318471"
"CMP-22-00119","10/07/2021","12","GAY STREET","MANHATTAN","593","49","1010283","10014","Greenwich Village - Historic District","Installation of stoop gate","Warning Letter Issued","Closed","03","MN-02","West Village","40.73352905907","-74.00050515734"
"CMP-22-00135","10/07/2021","1182","DEAN STREET","BROOKLYN","1212","37","3030326","11216","Crown Heights North - Historic District","Installation of bracket sign","Warning Letter Issued","Closed","36","BK-08","Crown Heights North","40.67690492591","-73.95055463688"
"CMP-22-00114","10/07/2021","121","HOLLYWOOD AVENUE","QUEENS","8039","46","4168241","11363","Douglaston - Historic District","Installed black top on the sidewalk; removed tree","No Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77555009755","-73.75182173091"
"CMP-22-00142","10/11/2021","404","WEST 22ND STREET","MANHATTAN","719","46","1012644","10011","Chelsea - Historic District","Garbage in front of building","No Warning Letter Issued","Closed","03","MN-04","Hudson Yards-Chelsea-Flatiron-Union Square","40.74603138051","-74.00232415984"
"CMP-22-00125","10/12/2021","178-12","114TH ROAD","QUEENS","10312","60","4219918","11434","Addisleigh Park - Historic District","Installation of solar panels","Warning Letter Issued","Closed","27","QN-12","St. Albans","40.69344669084","-73.77069881377"
"CMP-22-00124","10/12/2021","13","EAST 17TH STREET","MANHATTAN","846","12","1016116","10003","Ladies' Mile - Historic District","Installed lilys at the front façade","No Warning Letter Issued","Closed","02","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.73753332442","-73.99127107825"
"CMP-22-00121","10/12/2021","186","LENOX AVENUE","MANHATTAN","1718","4","1053233","10026","Mount Morris Park - Historic District","Possible FTM","No Warning Letter Issued","Closed","09","MN-10","Central Harlem South","40.80444685595","-73.94790251897"
"CMP-22-00117","10/12/2021","68","JANE STREET","MANHATTAN","641","52","1012091","10014","Greenwich Village - Historic District","large greenhouse added at the roof","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73813181503","-74.00672266527"
"CMP-22-00118","10/12/2021","116","EAST 38TH STREET","MANHATTAN","893","81","1019117","10016","Murray Hill - Historic District","Painting base of building","No Warning Letter Issued","Closed","04","MN-06","Murray Hill-Kips Bay","40.74923803812","-73.97865928761"
"CMP-22-00120","10/12/2021","129","EAST 18TH STREET","MANHATTAN","874","23","1080800","10003","Gramercy Park - Historic District","Installation of exhaust flue without permits","No Warning Letter Issued","Closed","02","MN-06","Gramercy","40.7363581313","-73.98668493045"
"CMP-22-00122","10/12/2021","652","6TH AVENUE","MANHATTAN","822","1","1080657","10011","Church of the Holy Communion Complex - Individual Landmark","Installation of decking outside of resturant","Warning Letter Issued","Closed","03","MN-05","Hudson Yards-Chelsea-Flatiron-Union Square","40.74089583263","-73.99424778691"
"CMP-22-00123","10/12/2021","34-37","80TH STREET","QUEENS","1267","51","4431235","11372","Jackson Heights - Historic District","Replacement of windows with one-over-ones","No Warning Letter Issued","Closed","25","QN-03","Jackson Heights","40.75270034768","-73.88673275412"
"CMP-22-00127","10/13/2021","626","CARLTON AVENUE","BROOKLYN","1157","31","3028708","11238","Prospect Heights - Historic District","FTM stoop","Warning Letter Issued","Closed","35","BK-08","Prospect Heights","40.6778893306","-73.97219626283"
"CMP-22-00133","10/13/2021","561","5TH STREET","BROOKLYN","1083","7501","3025581","11215","Park Slope - Historic District","Installation of bird spikes","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.66779773241","-73.97641437665"
"CMP-22-00126","10/13/2021","314","BLEECKER STREET","MANHATTAN","588","7501","1076842","10014","Greenwich Village - Historic District","Alterations to wall","Warning Letter Issued","Closed","03","MN-02","West Village","40.73282359119","-74.00393296908"
"CMP-22-00130","10/14/2021","13","HUNTS LANE","BROOKLYN","254","71","3002233","11201","Brooklyn Heights - Historic District","Ongoing work","Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.69351578101","-73.99418335863"
"CMP-22-00129","10/14/2021","275","PROSPECT PLACE","BROOKLYN","1152","76","3028525","11238","Prospect Heights - Historic District","Adding a rear deck. Altering the rear façade. HVAC units. Replaced windows, paving front yard, stoop repair.","Warning Letter Issued","Closed","35","BK-08","Prospect Heights","40.67735832042","-73.96736547893"
"CMP-22-00128","10/14/2021","176","BLEECKER STREET","MANHATTAN","526","61","1008322","10012","South Village - Historic District","door replaced, added brickwork at panels","Warning Letter Issued","Closed","03","MN-02","West Village","40.72894257224","-74.00075407584"
"CMP-22-00132","10/15/2021","126","WEST 75TH STREET","MANHATTAN","1146","46","1030082","10023","Upper West Side/Central Park West - Historic District","Ongoing work at the rear backyard","Warning Letter Issued","Closed","06","MN-07","Upper West Side","40.77975950657","-73.97832814702"
"CMP-22-00131","10/15/2021","5914","20TH AVENUE","BROOKLYN","5513","42","3000000","11204",,"Ongoing demolition","No Warning Letter Issued","Closed","44","BK-12","Borough Park","40.61982271688","-73.98243966498"
"CMP-22-00139","10/17/2021","541","1ST STREET","BROOKLYN","1075","58","3025153","11215","Park Slope - Historic District","Areaway work in noncompliance","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.67011110737","-73.97421460862"
"CMP-22-00136","10/18/2021","13","CHRISTOPHER STREET","MANHATTAN","610","66","1076916","10014","Greenwich Village - Historic District","Installation of signage in noncompliance","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73396273028","-74.00048711918"
"CMP-22-00138","10/18/2021","382","CENTRAL PARK WEST","MANHATTAN","1833","7501","1074358","10025",,"Unsafe electrical wiring.","No Warning Letter Issued","Closed","07","MN-07","Upper West Side","40.79348009608","-73.96567253917"
"CMP-22-00137","10/19/2021","206","WARREN STREET","BROOKLYN","306","20","3258452","11201","Cobble Hill - Historic District","Replacement of sidewalk with concrete","Warning Letter Issued","Closed","39","BK-06","Carroll Gardens-Columbia Street-Red Hook","40.68755697182","-73.99624277826"
"CMP-22-00146","10/20/2021","200","LAFAYETTE STREET","MANHATTAN","482","7504","1007223","10012","SoHo-Cast Iron  Extension - Historic District","Installation of window signage","No Warning Letter Issued","Closed","01","MN-02","SoHo-TriBeCa-Civic Center-Little Italy","40.72132311109","-73.99798695592"
"CMP-22-00145","10/20/2021","28","OLD FULTON STREET","BROOKLYN","202","1","3001475","11201","Fulton Ferry - Historic District","Painting ground floor without permits; patching painting","No Warning Letter Issued","Closed","33","BK-02","Brooklyn Heights-Cobble Hill","40.7026174051","-73.99373895349"
"CMP-22-00143","10/20/2021","11","MARION AVENUE","STATEN ISLAND","584","72","5015088","10304","St. Paul's Avenue-Stapleton Heights - Historic District","replacement of siding","Warning Letter Issued","Closed","49","SI-01","Grymes Hill-Clifton-Fox Hills","40.63059256422","-74.08236136598"
"CMP-22-00167","10/21/2021","234","WEST 139TH STREET","MANHATTAN","2024","49","1060308","10030","St. Nicholas - Historic District","Installation of visible hvac units","No Warning Letter Issued","Closed","09","MN-10","Central Harlem North-Polo Grounds","40.81879173933","-73.94410136696"
"CMP-22-00144","10/21/2021","1000","LORIMER STREET","BROOKLYN","2619","20","3065591","11222",,"Installation of sidewalk shed","No Warning Letter Issued","Closed","33","BK-01","Greenpoint","40.72577099806","-73.95293924589"
"CMP-22-00165","10/22/2021","151","ATLANTIC AVENUE","BROOKLYN","275","7502","3331259","11201","Brooklyn Heights - Historic District","Installed flowers on the façade","Warning Letter Issued","Closed","33","BK-02",,"40.69044991625","-73.99509232183"
"CMP-22-00166","10/24/2021","14","MACDOUGAL ALLEY","MANHATTAN","551","11","1080110","10011","Greenwich Village - Historic District","Damage to sidewall at 12 MacDougal alley. Rebuilding building base in noncompliance","No Warning Letter Issued","Closed","01","MN-02","West Village","40.73238722102","-73.997780954"
"CMP-22-00149","10/25/2021","335","RICHMOND ROAD","QUEENS","8023","47","4168074","11363","Douglaston - Historic District","Installation of rust color sidewalk","Warning Letter Issued","Closed","19","QN-11","Douglas Manor-Douglaston-Little Neck","40.77929920531","-73.75045011129"
"CMP-22-00147","10/25/2021","22","LITTLE WEST 12TH STREET","MANHATTAN","644","43","1080264","10014","Gansevoort Market - Historic District","Installation of painted wall sign","Warning Letter Issued","Closed","03","MN-02","West Village","40.73995704987","-74.00714144876"
"CMP-22-00163","10/25/2021","615","VANDERBILT AVENUE","BROOKLYN","1145","6","3028193","11238","Prospect Heights - Historic District","Alterations to storefront","Warning Letter Issued","Closed","35","BK-08","Prospect Heights","40.67891763968","-73.96839583515"
"CMP-22-00156","10/26/2021","545","WEST 111TH STREET","MANHATTAN","1883","7501","1075433","10025","Morningside Heights - Historic District","Installation of elevator","No Warning Letter Issued","Closed","07","MN-09","Morningside Heights","40.80514830648","-73.96695244677"
"CMP-22-00162","10/26/2021","105","WEST 10TH STREET","MANHATTAN","606","75","1010555","10011","Greenwich Village - Historic District","Installation of illuminated signage in the window of the shoe repair store","No Warning Letter Issued","Closed","03","MN-02","West Village","40.73481634627","-73.9991087409"
"CMP-22-00150","10/26/2021","56","HAMILTON TERRACE","MANHATTAN","2050","166","1061018","10031","Hamilton Heights - Historic District","Painting stoop orange","No Warning Letter Issued","Closed","07","MN-09","Hamilton Heights","40.82297028485","-73.94638496008"
"CMP-22-00151","10/27/2021","39-12","47TH STREET","QUEENS","149","142","4001493","11104","Sunnyside Gardens - Historic District","Replaced windows and door","Warning Letter Issued","Closed","26","QN-02","Hunters Point-Sunnyside-West Maspeth","40.74880910462","-73.91662269019"
"CMP-22-00164","10/28/2021","547","11TH STREET","BROOKLYN","1094","55","3026160","11215","Park Slope  Extension - Historic District","Painting cornice black","No Warning Letter Issued","Closed","39","BK-06","Park Slope-Gowanus","40.6649549974","-73.98103642431"
